Umur,Pendapatan Bulanan (ribu Rupiah),Jarak Tempuh Harian (km),Status Pekerjaan,Preferensi Harga,Preferensi Kecepatan,Preferensi Kapasitas,Ketersediaan Pajak,Ketersediaan Parkir,Ketersediaan Bahan Bakar,Ketersediaan Teknologi,Ketersediaan Perawatan,Ketersediaan Asuransi,Ketersediaan Warna,Ketersediaan Fitur Keselamatan,Ketersediaan Fitur Hiburan,Ketersediaan Aksesori,Ketersediaan Ruang Penumpang,Ketersediaan Ruang Bagasi,Jenis Kendaraan Dipilih
38,2859,69,Wiraswasta,Murah,Lambat,Besar,Tidak,Baik,Listrik,Rendah,Kurang,Ya,Beragam,Cukup,Kurang,Cukup,Sempit,Cukup,Sepeda Motor
61,23472,10,Wiraswasta,Murah,Cepat,Besar,Tidak,Baik,Listrik,Tinggi,Kurang,Tidak,Beragam,Lengkap,Lengkap,Cukup,Cukup,Cukup,Mobil
32,17042,36,Pensiunan,Murah,Sedang,Kecil,Tidak,Kurang,Gas,Tinggi,Cukup,Tidak,Beragam,Lengkap,Kurang,Cukup,Luas,Sempit,Mobil Listrik
25,14830,52,Pelajar/Mahasiswa,Sedang,Lambat,Besar,Ya,Cukup,Solar,Sedang,Baik,Tidak,Beragam,Kurang,Lengkap,Cukup,Luas,Cukup,Mobil Listrik
48,21586,29,Pegawai Negeri,Sedang,Lambat,Besar,Ya,Cukup,Solar,Tinggi,Kurang,Ya,Terbatas,Lengkap,Cukup,Lengkap,Cukup,Cukup,Mobil Listrik
20,6323,92,Wiraswasta,Sedang,Cepat,Kecil,Ya,Cukup,Listrik,Sedang,Cukup,Tidak,Beragam,Kurang,Cukup,Kurang,Sempit,Cukup,Mobil Listrik
53,4213,58,Pelajar/Mahasiswa,Mahal,Sedang,Sedang,Tidak,Cukup,Gas,Sedang,Kurang,Ya,Terbatas,Kurang,Cukup,Kurang,Luas,Luas,Sepeda
43,23734,59,Wiraswasta,Murah,Cepat,Besar,Ya,Cukup,Listrik,Rendah,Cukup,Tidak,Beragam,Kurang,Kurang,Cukup,Sempit,Sempit,Mobil
56,27900,98,Pegawai Negeri,Mahal,Cepat,Kecil,Tidak,Kurang,Listrik,Rendah,Kurang,Tidak,Beragam,Lengkap,Cukup,Lengkap,Cukup,Luas,Mobil Listrik
41,21814,62,Wiraswasta,Murah,Cepat,Sedang,Ya,Cukup,Listrik,Tinggi,Kurang,Tidak,Beragam,Kurang,Lengkap,Kurang,Luas,Luas,Sepeda
30,6310,81,Wiraswasta,Sedang,Lambat,Kecil,Tidak,Baik,Solar,Sedang,Kurang,Ya,Terbatas,Lengkap,Cukup,Cukup,Sempit,Sempit,Sepeda Motor
45,16223,84,Pelajar/Mahasiswa,Sedang,Sedang,Sedang,Tidak,Kurang,Listrik,Sedang,Baik,Tidak,Beragam,Kurang,Kurang,Cukup,Sempit,Sempit,Sepeda Motor
34,22077,70,Pegawai Negeri,Sedang,Lambat,Kecil,Tidak,Baik,Solar,Sedang,Baik,Ya,Beragam,Cukup,Kurang,Lengkap,Luas,Cukup,Mobil
68,8754,88,Pensiunan,Mahal,Lambat,Sedang,Ya,Cukup,Bensin,Tinggi,Kurang,Ya,Terbatas,Lengkap,Lengkap,Lengkap,Sempit,Cukup,Mobil Listrik
27,8320,11,Pelajar/Mahasiswa,Mahal,Lambat,Kecil,Tidak,Baik,Solar,Sedang,Baik,Ya,Terbatas,Kurang,Cukup,Kurang,Sempit,Sempit,Mobil Listrik
67,28291,5,Pensiunan,Mahal,Lambat,Besar,Tidak,Kurang,Listrik,Rendah,Kurang,Ya,Beragam,Cukup,Kurang,Cukup,Luas,Cukup,Mobil Listrik
62,18559,21,Tidak Bekerja,Sedang,Sedang,Sedang,Ya,Kurang,Solar,Rendah,Kurang,Tidak,Beragam,Lengkap,Lengkap,Cukup,Luas,Cukup,Sepeda Motor
37,7471,44,Pensiunan,Mahal,Sedang,Kecil,Tidak,Cukup,Solar,Rendah,Baik,Ya,Terbatas,Cukup,Kurang,Cukup,Cukup,Luas,Sepeda Motor
39,28448,48,Pelajar/Mahasiswa,Sedang,Sedang,Kecil,Tidak,Cukup,Bensin,Rendah,Kurang,Ya,Terbatas,Cukup,Lengkap,Cukup,Sempit,Luas,Sepeda
28,17572,64,Pensiunan,Mahal,Lambat,Kecil,Ya,Cukup,Gas,Rendah,Cukup,Ya,Terbatas,Kurang,Cukup,Cukup,Luas,Sempit,Mobil
54,3665,27,Pegawai Negeri,Murah,Lambat,Kecil,Tidak,Kurang,Bensin,Sedang,Cukup,Tidak,Beragam,Kurang,Lengkap,Kurang,Luas,Cukup,Sepeda
51,26478,92,Wiraswasta,Sedang,Lambat,Kecil,Tidak,Kurang,Bensin,Sedang,Baik,Tidak,Beragam,Kurang,Cukup,Cukup,Luas,Sempit,Sepeda
62,17471,37,Pegawai Negeri,Sedang,Cepat,Kecil,Ya,Cukup,Listrik,Sedang,Baik,Ya,Beragam,Lengkap,Kurang,Cukup,Sempit,Luas,Mobil Listrik
61,13154,98,Pegawai Negeri,Murah,Lambat,Besar,Ya,Cukup,Listrik,Rendah,Baik,Ya,Beragam,Lengkap,Lengkap,Cukup,Sempit,Cukup,Sepeda Motor
37,9457,44,Pensiunan,Mahal,Sedang,Sedang,Tidak,Cukup,Listrik,Rendah,Kurang,Tidak,Terbatas,Lengkap,Kurang,Lengkap,Sempit,Cukup,Mobil Listrik
60,2225,69,Tidak Bekerja,Murah,Sedang,Kecil,Tidak,Baik,Gas,Rendah,Cukup,Ya,Beragam,Cukup,Lengkap,Kurang,Cukup,Sempit,Mobil Listrik
25,25281,85,Wiraswasta,Mahal,Cepat,Besar,Ya,Kurang,Listrik,Sedang,Baik,Ya,Beragam,Kurang,Kurang,Kurang,Luas,Cukup,Mobil Listrik
41,28326,30,Pelajar/Mahasiswa,Murah,Cepat,Sedang,Ya,Cukup,Gas,Sedang,Cukup,Tidak,Beragam,Lengkap,Lengkap,Kurang,Luas,Luas,Sepeda
43,19372,82,Pegawai Negeri,Murah,Sedang,Kecil,Ya,Kurang,Gas,Sedang,Kurang,Ya,Terbatas,Cukup,Cukup,Lengkap,Luas,Cukup,Mobil
53,8024,86,Pelajar/Mahasiswa,Sedang,Cepat,Kecil,Tidak,Baik,Listrik,Rendah,Cukup,Tidak,Terbatas,Kurang,Lengkap,Cukup,Sempit,Cukup,Sepeda Motor
65,16596,23,Tidak Bekerja,Mahal,Sedang,Kecil,Tidak,Cukup,Bensin,Tinggi,Kurang,Ya,Beragam,Lengkap,Cukup,Lengkap,Cukup,Cukup,Mobil Listrik
34,21271,32,Pegawai Negeri,Sedang,Lambat,Sedang,Ya,Cukup,Gas,Tinggi,Cukup,Ya,Terbatas,Kurang,Kurang,Cukup,Sempit,Luas,Mobil Listrik
18,5309,5,Pegawai Negeri,Sedang,Cepat,Besar,Ya,Baik,Bensin,Tinggi,Cukup,Ya,Terbatas,Cukup,Cukup,Kurang,Sempit,Luas,Mobil Listrik
20,9490,84,Pelajar/Mahasiswa,Murah,Cepat,Sedang,Tidak,Baik,Listrik,Sedang,Baik,Ya,Beragam,Cukup,Kurang,Lengkap,Sempit,Luas,Mobil Listrik
31,22412,13,Pegawai Negeri,Mahal,Lambat,Sedang,Tidak,Baik,Bensin,Rendah,Kurang,Tidak,Terbatas,Lengkap,Kurang,Kurang,Sempit,Sempit,Sepeda
27,12313,67,Pelajar/Mahasiswa,Murah,Lambat,Sedang,Tidak,Kurang,Bensin,Rendah,Cukup,Ya,Terbatas,Kurang,Cukup,Lengkap,Sempit,Sempit,Sepeda
33,21044,35,Pegawai Negeri,Mahal,Sedang,Sedang,Ya,Baik,Listrik,Tinggi,Baik,Ya,Beragam,Kurang,Cukup,Kurang,Luas,Sempit,Mobil Listrik
57,20039,90,Pegawai Negeri,Mahal,Sedang,Sedang,Tidak,Cukup,Listrik,Rendah,Kurang,Tidak,Beragam,Kurang,Lengkap,Kurang,Sempit,Sempit,Mobil Listrik
33,5774,11,Pegawai Negeri,Sedang,Lambat,Kecil,Tidak,Cukup,Solar,Tinggi,Kurang,Tidak,Terbatas,Kurang,Cukup,Lengkap,Luas,Luas,Mobil Listrik
21,8788,12,Pegawai Negeri,Murah,Cepat,Sedang,Tidak,Baik,Solar,Tinggi,Cukup,Ya,Terbatas,Kurang,Kurang,Cukup,Luas,Sempit,Mobil Listrik
49,11907,66,Pensiunan,Sedang,Sedang,Besar,Tidak,Kurang,Listrik,Sedang,Baik,Ya,Terbatas,Kurang,Cukup,Cukup,Cukup,Luas,Sepeda
32,19882,44,Pelajar/Mahasiswa,Sedang,Cepat,Kecil,Tidak,Cukup,Listrik,Rendah,Baik,Ya,Beragam,Lengkap,Cukup,Lengkap,Luas,Luas,Mobil
23,20093,77,Pegawai Negeri,Sedang,Sedang,Sedang,Ya,Baik,Bensin,Rendah,Kurang,Ya,Beragam,Cukup,Cukup,Kurang,Cukup,Sempit,Mobil
32,7287,16,Tidak Bekerja,Murah,Lambat,Sedang,Tidak,Cukup,Gas,Tinggi,Baik,Ya,Beragam,Kurang,Kurang,Kurang,Cukup,Luas,Mobil
60,9806,54,Wiraswasta,Mahal,Lambat,Kecil,Ya,Baik,Gas,Tinggi,Cukup,Ya,Beragam,Cukup,Lengkap,Kurang,Cukup,Sempit,Sepeda
61,9965,48,Wiraswasta,Murah,Cepat,Besar,Tidak,Baik,Bensin,Sedang,Kurang,Tidak,Terbatas,Kurang,Cukup,Lengkap,Sempit,Cukup,Mobil
25,22036,98,Tidak Bekerja,Murah,Lambat,Sedang,Ya,Cukup,Gas,Sedang,Cukup,Tidak,Terbatas,Lengkap,Cukup,Lengkap,Cukup,Luas,Mobil
68,16933,7,Pensiunan,Murah,Cepat,Sedang,Ya,Baik,Bensin,Rendah,Baik,Tidak,Beragam,Lengkap,Kurang,Cukup,Cukup,Cukup,Mobil Listrik
61,3217,45,Pensiunan,Sedang,Cepat,Sedang,Ya,Baik,Listrik,Tinggi,Cukup,Ya,Beragam,Kurang,Cukup,Kurang,Cukup,Sempit,Mobil Listrik
65,4602,96,Tidak Bekerja,Mahal,Sedang,Besar,Ya,Cukup,Solar,Tinggi,Kurang,Ya,Beragam,Cukup,Lengkap,Cukup,Cukup,Cukup,Mobil
58,5318,78,Pensiunan,Murah,Cepat,Kecil,Tidak,Cukup,Gas,Rendah,Baik,Ya,Terbatas,Lengkap,Lengkap,Kurang,Sempit,Sempit,Mobil Listrik
44,11303,72,Pensiunan,Sedang,Sedang,Kecil,Tidak,Cukup,Solar,Rendah,Baik,Tidak,Beragam,Lengkap,Lengkap,Kurang,Luas,Sempit,Mobil
24,11945,75,Pensiunan,Murah,Sedang,Sedang,Tidak,Baik,Listrik,Sedang,Cukup,Ya,Terbatas,Lengkap,Cukup,Cukup,Luas,Cukup,Mobil
26,29632,17,Tidak Bekerja,Murah,Sedang,Besar,Ya,Kurang,Solar,Tinggi,Kurang,Tidak,Beragam,Cukup,Kurang,Lengkap,Luas,Cukup,Sepeda Motor
65,18007,57,Wiraswasta,Sedang,Lambat,Kecil,Tidak,Cukup,Gas,Rendah,Baik,Ya,Terbatas,Kurang,Lengkap,Lengkap,Cukup,Luas,Sepeda
51,3837,48,Wiraswasta,Sedang,Cepat,Besar,Tidak,Kurang,Listrik,Tinggi,Cukup,Tidak,Beragam,Cukup,Lengkap,Lengkap,Luas,Cukup,Mobil
32,6582,26,Pegawai Negeri,Murah,Lambat,Kecil,Tidak,Cukup,Bensin,Sedang,Kurang,Ya,Terbatas,Lengkap,Lengkap,Cukup,Sempit,Cukup,Sepeda
19,21245,17,Pelajar/Mahasiswa,Sedang,Lambat,Sedang,Ya,Baik,Bensin,Rendah,Baik,Ya,Terbatas,Lengkap,Kurang,Kurang,Cukup,Sempit,Mobil Listrik
35,23940,92,Pelajar/Mahasiswa,Murah,Lambat,Sedang,Tidak,Cukup,Bensin,Tinggi,Baik,Tidak,Terbatas,Lengkap,Lengkap,Kurang,Sempit,Luas,Sepeda
51,14657,63,Pensiunan,Murah,Lambat,Besar,Tidak,Cukup,Listrik,Rendah,Kurang,Tidak,Beragam,Kurang,Lengkap,Lengkap,Cukup,Luas,Mobil
60,2340,39,Pensiunan,Sedang,Cepat,Besar,Ya,Cukup,Solar,Sedang,Kurang,Ya,Beragam,Kurang,Lengkap,Lengkap,Cukup,Sempit,Sepeda Motor
49,23808,38,Wiraswasta,Murah,Cepat,Kecil,Tidak,Kurang,Gas,Rendah,Cukup,Ya,Beragam,Kurang,Kurang,Cukup,Luas,Cukup,Sepeda Motor
30,16278,46,Pensiunan,Murah,Lambat,Kecil,Tidak,Baik,Bensin,Tinggi,Cukup,Ya,Beragam,Kurang,Cukup,Kurang,Luas,Sempit,Sepeda
60,21463,17,Pelajar/Mahasiswa,Murah,Cepat,Besar,Ya,Baik,Gas,Sedang,Kurang,Ya,Beragam,Cukup,Kurang,Cukup,Sempit,Luas,Sepeda
37,24600,89,Pensiunan,Murah,Cepat,Kecil,Ya,Baik,Solar,Sedang,Kurang,Ya,Beragam,Kurang,Lengkap,Kurang,Sempit,Sempit,Mobil
52,8030,90,Wiraswasta,Sedang,Lambat,Besar,Ya,Kurang,Gas,Rendah,Baik,Ya,Terbatas,Cukup,Lengkap,Kurang,Luas,Luas,Sepeda Motor
23,27207,18,Tidak Bekerja,Sedang,Lambat,Sedang,Ya,Kurang,Gas,Tinggi,Kurang,Ya,Terbatas,Cukup,Kurang,Kurang,Cukup,Luas,Sepeda
68,10340,70,Tidak Bekerja,Murah,Lambat,Sedang,Tidak,Cukup,Bensin,Tinggi,Baik,Tidak,Terbatas,Lengkap,Cukup,Lengkap,Sempit,Cukup,Sepeda Motor
27,20465,19,Pelajar/Mahasiswa,Sedang,Lambat,Sedang,Tidak,Cukup,Listrik,Rendah,Baik,Tidak,Terbatas,Lengkap,Lengkap,Kurang,Cukup,Luas,Mobil
57,13718,32,Wiraswasta,Murah,Cepat,Sedang,Ya,Kurang,Gas,Rendah,Cukup,Tidak,Beragam,Kurang,Cukup,Kurang,Luas,Luas,Mobil Listrik
51,19737,99,Pegawai Negeri,Mahal,Lambat,Besar,Tidak,Kurang,Bensin,Rendah,Cukup,Ya,Beragam,Cukup,Lengkap,Lengkap,Luas,Luas,Sepeda
57,21656,58,Wiraswasta,Sedang,Cepat,Besar,Ya,Kurang,Solar,Rendah,Cukup,Tidak,Beragam,Kurang,Cukup,Kurang,Sempit,Cukup,Mobil
62,23730,63,Wiraswasta,Mahal,Sedang,Kecil,Ya,Cukup,Bensin,Tinggi,Baik,Ya,Beragam,Kurang,Kurang,Lengkap,Sempit,Luas,Sepeda Motor
58,14357,34,Wiraswasta,Murah,Sedang,Kecil,Ya,Kurang,Gas,Sedang,Kurang,Tidak,Beragam,Cukup,Lengkap,Lengkap,Sempit,Sempit,Mobil Listrik
35,5464,59,Pensiunan,Mahal,Sedang,Kecil,Ya,Cukup,Listrik,Rendah,Baik,Tidak,Beragam,Kurang,Cukup,Cukup,Luas,Sempit,Mobil Listrik
64,2205,51,Tidak Bekerja,Mahal,Cepat,Besar,Tidak,Cukup,Solar,Tinggi,Kurang,Tidak,Beragam,Cukup,Lengkap,Cukup,Sempit,Cukup,Mobil Listrik
55,10822,19,Wiraswasta,Mahal,Sedang,Besar,Tidak,Cukup,Listrik,Sedang,Kurang,Tidak,Terbatas,Lengkap,Lengkap,Cukup,Sempit,Luas,Mobil Listrik
32,3058,25,Wiraswasta,Mahal,Cepat,Kecil,Ya,Baik,Listrik,Sedang,Cukup,Ya,Terbatas,Cukup,Cukup,Lengkap,Sempit,Sempit,Mobil Listrik
57,5259,80,Pelajar/Mahasiswa,Mahal,Sedang,Sedang,Tidak,Cukup,Solar,Rendah,Cukup,Tidak,Beragam,Lengkap,Lengkap,Lengkap,Luas,Sempit,Sepeda Motor
42,10730,67,Pensiunan,Mahal,Cepat,Sedang,Ya,Kurang,Gas,Sedang,Baik,Ya,Terbatas,Lengkap,Kurang,Kurang,Cukup,Cukup,Mobil Listrik
43,16225,43,Pelajar/Mahasiswa,Mahal,Lambat,Besar,Ya,Kurang,Solar,Rendah,Cukup,Tidak,Terbatas,Kurang,Kurang,Lengkap,Luas,Luas,Sepeda
39,16517,59,Pensiunan,Mahal,Sedang,Kecil,Tidak,Cukup,Solar,Rendah,Cukup,Tidak,Beragam,Cukup,Kurang,Kurang,Sempit,Sempit,Mobil
20,12606,79,Pensiunan,Murah,Lambat,Besar,Ya,Kurang,Listrik,Sedang,Kurang,Tidak,Beragam,Kurang,Kurang,Kurang,Luas,Sempit,Mobil
19,17174,97,Pensiunan,Murah,Cepat,Kecil,Tidak,Cukup,Gas,Rendah,Baik,Ya,Beragam,Kurang,Cukup,Cukup,Sempit,Luas,Mobil Listrik
43,17088,75,Wiraswasta,Sedang,Sedang,Besar,Ya,Cukup,Listrik,Sedang,Baik,Ya,Beragam,Lengkap,Lengkap,Cukup,Cukup,Luas,Mobil Listrik
66,25396,11,Tidak Bekerja,Murah,Lambat,Besar,Tidak,Baik,Bensin,Rendah,Kurang,Ya,Beragam,Kurang,Cukup,Lengkap,Sempit,Sempit,Mobil
55,24070,25,Tidak Bekerja,Murah,Lambat,Besar,Tidak,Baik,Listrik,Tinggi,Cukup,Ya,Beragam,Cukup,Cukup,Cukup,Luas,Luas,Mobil Listrik
53,29707,28,Wiraswasta,Sedang,Sedang,Sedang,Tidak,Cukup,Listrik,Tinggi,Cukup,Tidak,Beragam,Cukup,Kurang,Cukup,Luas,Cukup,Sepeda Motor
59,27667,59,Pensiunan,Sedang,Cepat,Kecil,Ya,Cukup,Solar,Rendah,Cukup,Ya,Terbatas,Kurang,Cukup,Lengkap,Sempit,Cukup,Mobil
60,19628,7,Wiraswasta,Sedang,Sedang,Kecil,Ya,Kurang,Listrik,Rendah,Cukup,Tidak,Beragam,Lengkap,Lengkap,Cukup,Cukup,Cukup,Sepeda Motor
39,21001,54,Pensiunan,Sedang,Lambat,Besar,Tidak,Kurang,Solar,Sedang,Cukup,Ya,Beragam,Kurang,Lengkap,Cukup,Cukup,Luas,Sepeda Motor
36,18716,82,Pelajar/Mahasiswa,Murah,Sedang,Sedang,Ya,Cukup,Gas,Sedang,Cukup,Tidak,Terbatas,Kurang,Cukup,Kurang,Luas,Sempit,Mobil Listrik
60,3005,33,Pelajar/Mahasiswa,Murah,Sedang,Besar,Tidak,Kurang,Gas,Sedang,Baik,Tidak,Terbatas,Lengkap,Lengkap,Kurang,Sempit,Sempit,Sepeda Motor
52,26473,12,Wiraswasta,Mahal,Lambat,Besar,Ya,Kurang,Solar,Sedang,Kurang,Tidak,Beragam,Cukup,Lengkap,Cukup,Sempit,Sempit,Mobil
22,18313,56,Tidak Bekerja,Murah,Sedang,Sedang,Tidak,Baik,Gas,Tinggi,Kurang,Tidak,Beragam,Lengkap,Kurang,Kurang,Luas,Sempit,Sepeda Motor
62,21312,66,Wiraswasta,Sedang,Cepat,Besar,Ya,Cukup,Gas,Rendah,Kurang,Ya,Beragam,Cukup,Lengkap,Lengkap,Luas,Luas,Sepeda
57,19359,51,Pelajar/Mahasiswa,Mahal,Cepat,Kecil,Ya,Cukup,Gas,Tinggi,Baik,Tidak,Terbatas,Lengkap,Cukup,Cukup,Sempit,Sempit,Sepeda
31,14927,67,Tidak Bekerja,Mahal,Cepat,Besar,Tidak,Baik,Solar,Tinggi,Cukup,Tidak,Beragam,Kurang,Kurang,Kurang,Luas,Sempit,Sepeda Motor
49,14046,60,Pegawai Negeri,Sedang,Cepat,Besar,Tidak,Kurang,Listrik,Tinggi,Baik,Tidak,Beragam,Cukup,Cukup,Cukup,Cukup,Luas,Mobil Listrik
41,11042,65,Wiraswasta,Mahal,Sedang,Besar,Tidak,Cukup,Solar,Tinggi,Kurang,Ya,Beragam,Kurang,Lengkap,Lengkap,Sempit,Sempit,Sepeda Motor
62,13369,46,Wiraswasta,Sedang,Lambat,Kecil,Ya,Baik,Bensin,Tinggi,Kurang,Ya,Beragam,Cukup,Kurang,Kurang,Luas,Sempit,Mobil
27,7927,36,Pensiunan,Murah,Lambat,Sedang,Ya,Baik,Listrik,Sedang,Cukup,Tidak,Terbatas,Cukup,Lengkap,Lengkap,Cukup,Luas,Mobil Listrik
37,6153,86,Pegawai Negeri,Murah,Lambat,Sedang,Ya,Kurang,Solar,Rendah,Kurang,Ya,Beragam,Lengkap,Cukup,Kurang,Cukup,Sempit,Sepeda Motor
50,23841,43,Pensiunan,Mahal,Cepat,Kecil,Tidak,Baik,Listrik,Tinggi,Kurang,Ya,Terbatas,Kurang,Cukup,Lengkap,Sempit,Cukup,Mobil Listrik
47,8469,84,Wiraswasta,Murah,Lambat,Besar,Tidak,Cukup,Bensin,Tinggi,Baik,Ya,Beragam,Cukup,Lengkap,Cukup,Luas,Cukup,Mobil
36,22408,93,Pegawai Negeri,Sedang,Sedang,Besar,Tidak,Baik,Gas,Tinggi,Kurang,Ya,Terbatas,Lengkap,Lengkap,Cukup,Cukup,Sempit,Mobil
31,2055,75,Pelajar/Mahasiswa,Sedang,Cepat,Sedang,Tidak,Kurang,Bensin,Sedang,Baik,Ya,Beragam,Cukup,Cukup,Cukup,Sempit,Luas,Sepeda Motor
57,22583,33,Pensiunan,Mahal,Sedang,Kecil,Ya,Baik,Gas,Rendah,Cukup,Ya,Beragam,Kurang,Kurang,Lengkap,Luas,Sempit,Mobil
40,6081,79,Pensiunan,Mahal,Lambat,Kecil,Tidak,Cukup,Listrik,Rendah,Kurang,Ya,Terbatas,Lengkap,Cukup,Lengkap,Sempit,Cukup,Mobil Listrik
49,27981,36,Wiraswasta,Sedang,Lambat,Sedang,Ya,Kurang,Bensin,Sedang,Baik,Ya,Beragam,Lengkap,Cukup,Kurang,Cukup,Sempit,Sepeda Motor
32,24903,94,Pegawai Negeri,Murah,Sedang,Kecil,Tidak,Baik,Bensin,Tinggi,Cukup,Tidak,Beragam,Lengkap,Kurang,Cukup,Cukup,Sempit,Sepeda Motor
36,22588,16,Pensiunan,Murah,Lambat,Sedang,Ya,Kurang,Solar,Tinggi,Baik,Tidak,Beragam,Lengkap,Lengkap,Cukup,Sempit,Cukup,Sepeda
42,10496,86,Pensiunan,Murah,Sedang,Besar,Ya,Cukup,Solar,Tinggi,Kurang,Ya,Beragam,Lengkap,Kurang,Lengkap,Luas,Luas,Sepeda Motor
33,5305,99,Pegawai Negeri,Mahal,Sedang,Besar,Ya,Kurang,Bensin,Sedang,Cukup,Tidak,Beragam,Kurang,Lengkap,Lengkap,Sempit,Sempit,Mobil
28,15877,60,Pelajar/Mahasiswa,Mahal,Lambat,Sedang,Ya,Baik,Solar,Tinggi,Cukup,Tidak,Terbatas,Kurang,Kurang,Kurang,Sempit,Cukup,Sepeda Motor
25,17938,19,Tidak Bekerja,Mahal,Lambat,Sedang,Ya,Cukup,Solar,Sedang,Kurang,Tidak,Beragam,Kurang,Cukup,Lengkap,Cukup,Sempit,Mobil Listrik
38,15981,17,Pelajar/Mahasiswa,Sedang,Cepat,Sedang,Tidak,Kurang,Solar,Rendah,Cukup,Tidak,Beragam,Cukup,Cukup,Cukup,Sempit,Sempit,Mobil
46,17781,28,Tidak Bekerja,Mahal,Sedang,Kecil,Tidak,Baik,Listrik,Rendah,Baik,Tidak,Beragam,Kurang,Cukup,Lengkap,Sempit,Cukup,Mobil Listrik
43,25141,11,Pelajar/Mahasiswa,Murah,Sedang,Kecil,Ya,Kurang,Bensin,Rendah,Baik,Ya,Beragam,Kurang,Cukup,Lengkap,Sempit,Sempit,Mobil
68,21297,74,Pensiunan,Sedang,Sedang,Sedang,Ya,Cukup,Solar,Tinggi,Baik,Tidak,Beragam,Kurang,Kurang,Kurang,Cukup,Cukup,Sepeda Motor
58,8953,74,Pensiunan,Murah,Sedang,Kecil,Tidak,Baik,Bensin,Tinggi,Kurang,Ya,Beragam,Cukup,Kurang,Kurang,Luas,Cukup,Sepeda
69,6506,41,Pegawai Negeri,Sedang,Cepat,Sedang,Ya,Kurang,Gas,Rendah,Cukup,Ya,Terbatas,Kurang,Cukup,Lengkap,Cukup,Sempit,Mobil Listrik
41,10594,10,Pelajar/Mahasiswa,Sedang,Lambat,Besar,Ya,Kurang,Gas,Tinggi,Kurang,Tidak,Beragam,Cukup,Lengkap,Kurang,Sempit,Sempit,Sepeda
18,27821,79,Tidak Bekerja,Murah,Sedang,Sedang,Tidak,Baik,Bensin,Rendah,Kurang,Ya,Beragam,Kurang,Lengkap,Lengkap,Sempit,Luas,Sepeda
22,10258,57,Pensiunan,Sedang,Cepat,Sedang,Ya,Kurang,Gas,Sedang,Baik,Ya,Terbatas,Kurang,Cukup,Kurang,Luas,Cukup,Sepeda
65,11325,79,Pensiunan,Murah,Cepat,Sedang,Tidak,Cukup,Listrik,Rendah,Cukup,Tidak,Terbatas,Cukup,Kurang,Lengkap,Luas,Cukup,Mobil Listrik
22,23378,90,Pensiunan,Sedang,Cepat,Sedang,Tidak,Cukup,Bensin,Tinggi,Baik,Ya,Terbatas,Lengkap,Lengkap,Kurang,Sempit,Luas,Sepeda
64,23726,16,Pelajar/Mahasiswa,Murah,Sedang,Sedang,Tidak,Kurang,Listrik,Tinggi,Baik,Tidak,Terbatas,Cukup,Cukup,Cukup,Cukup,Cukup,Mobil Listrik
65,20824,33,Pensiunan,Mahal,Lambat,Besar,Tidak,Kurang,Bensin,Tinggi,Cukup,Ya,Beragam,Kurang,Cukup,Kurang,Cukup,Luas,Sepeda
22,4228,62,Pensiunan,Sedang,Sedang,Kecil,Tidak,Kurang,Gas,Tinggi,Kurang,Ya,Beragam,Kurang,Kurang,Lengkap,Sempit,Luas,Mobil Listrik
51,22378,86,Pelajar/Mahasiswa,Sedang,Cepat,Sedang,Ya,Cukup,Listrik,Tinggi,Baik,Ya,Beragam,Kurang,Cukup,Cukup,Cukup,Cukup,Mobil
68,28818,99,Wiraswasta,Murah,Cepat,Sedang,Ya,Cukup,Gas,Rendah,Baik,Tidak,Beragam,Kurang,Cukup,Cukup,Sempit,Sempit,Sepeda Motor
29,22208,14,Pegawai Negeri,Mahal,Lambat,Sedang,Ya,Baik,Listrik,Rendah,Cukup,Ya,Beragam,Cukup,Cukup,Cukup,Sempit,Luas,Mobil Listrik
34,17803,71,Tidak Bekerja,Murah,Cepat,Sedang,Ya,Cukup,Bensin,Sedang,Baik,Ya,Terbatas,Kurang,Lengkap,Lengkap,Sempit,Luas,Mobil
37,15862,84,Tidak Bekerja,Mahal,Lambat,Sedang,Ya,Cukup,Gas,Tinggi,Cukup,Ya,Terbatas,Lengkap,Cukup,Lengkap,Cukup,Luas,Mobil Listrik
29,7712,82,Wiraswasta,Mahal,Sedang,Sedang,Ya,Kurang,Gas,Rendah,Kurang,Tidak,Beragam,Kurang,Cukup,Kurang,Cukup,Luas,Mobil
25,17880,19,Tidak Bekerja,Sedang,Sedang,Sedang,Ya,Kurang,Listrik,Tinggi,Baik,Tidak,Terbatas,Kurang,Lengkap,Lengkap,Cukup,Luas,Sepeda Motor
43,25608,24,Tidak Bekerja,Murah,Sedang,Besar,Ya,Cukup,Bensin,Tinggi,Kurang,Tidak,Terbatas,Cukup,Cukup,Cukup,Sempit,Luas,Sepeda Motor
27,9601,43,Pelajar/Mahasiswa,Murah,Lambat,Besar,Tidak,Baik,Bensin,Sedang,Kurang,Ya,Terbatas,Lengkap,Cukup,Kurang,Luas,Luas,Sepeda
32,22515,68,Pelajar/Mahasiswa,Sedang,Sedang,Kecil,Tidak,Baik,Listrik,Sedang,Baik,Tidak,Beragam,Kurang,Kurang,Lengkap,Luas,Luas,Sepeda
22,18688,96,Pegawai Negeri,Murah,Cepat,Sedang,Ya,Baik,Gas,Rendah,Baik,Tidak,Terbatas,Cukup,Cukup,Cukup,Luas,Cukup,Mobil
