Nilai Ujian,Kehadiran (%),Aktivitas Ekstrakurikuler,Preferensi Lokasi,Transportasi,Rata-rata Nilai Raport,Prestasi Akademik,Keterlibatan Orang Tua,Jarak Rumah (km),Ketersediaan Fasilitas Olahraga,Ketersediaan Fasilitas Laboratorium,Ketersediaan Fasilitas Perpustakaan,Ketersediaan Fasilitas Seni,Ketersediaan Fasilitas Komputer,Ketersediaan Fasilitas Wi-Fi,Ketersediaan Fasilitas Kesehatan,Ketersediaan Fasilitas Kafetaria,Lingkungan Sekitar,Ketersediaan Beasiswa,Sekolah Dipilih
62,86,Rendah,Tidak Peduli,Bus,66,Rendah,Sedang,11,Kurang,Baik,Baik,Sedang,Sedang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,C
59,92,Rendah,Dekat Rumah,Mobil,88,Tinggi,Sedang,2,Sedang,Baik,Kurang,Kurang,Kurang,Ada,Ada,Tidak Ada,Tenang,Tidak,B
89,99,Rendah,Tidak Peduli,Sepeda,88,Rendah,Sedang,9,Kurang,Kurang,Kurang,Kurang,Baik,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,C
84,79,Sedang,Jauh dari Rumah,Mobil,84,Rendah,Rendah,18,Kurang,Sedang,Kurang,Baik,Baik,Ada,Tidak Ada,Ada,Ramai,Tidak,C
90,73,Tinggi,Jauh dari Rumah,Mobil,88,Rendah,Rendah,5,Kurang,Sedang,Sedang,Baik,Sedang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,B
50,85,Rendah,Tidak Peduli,Mobil,94,Sedang,Rendah,8,Kurang,Baik,Baik,Kurang,Kurang,Ada,Ada,Ada,Nyaman,Tidak,B
57,92,Sedang,Tidak Peduli,Mobil,65,Sedang,Sedang,6,Sedang,Baik,Baik,Baik,Sedang,Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,A
81,91,Rendah,Jauh dari Rumah,Bus,83,Sedang,Rendah,5,Baik,Sedang,Kurang,Kurang,Sedang,Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,B
97,88,Sedang,Dekat Rumah,Bus,93,Sedang,Sedang,4,Sedang,Baik,Kurang,Kurang,Baik,Ada,Tidak Ada,Tidak Ada,Ramai,Ya,A
83,71,Sedang,Jauh dari Rumah,Bus,65,Sedang,Sedang,8,Baik,Baik,Baik,Sedang,Sedang,Ada,Ada,Ada,Nyaman,Tidak,B
79,75,Sedang,Dekat Rumah,Mobil,70,Rendah,Sedang,9,Baik,Sedang,Sedang,Baik,Sedang,Ada,Ada,Tidak Ada,Nyaman,Ya,B
76,85,Sedang,Jauh dari Rumah,Bus,67,Tinggi,Rendah,15,Sedang,Sedang,Kurang,Sedang,Kurang,Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,A
78,91,Rendah,Tidak Peduli,Mobil,73,Tinggi,Tinggi,14,Baik,Kurang,Kurang,Baik,Sedang,Ada,Ada,Ada,Nyaman,Ya,A
71,83,Rendah,Tidak Peduli,Mobil,74,Tinggi,Rendah,14,Baik,Baik,Baik,Kurang,Kurang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,C
64,95,Sedang,Tidak Peduli,Mobil,76,Tinggi,Tinggi,17,Baik,Kurang,Kurang,Baik,Sedang,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,A
71,77,Rendah,Dekat Rumah,Bus,70,Sedang,Sedang,3,Kurang,Baik,Baik,Baik,Sedang,Tidak Ada,Tidak Ada,Ada,Ramai,Tidak,B
96,79,Sedang,Dekat Rumah,Sepeda,80,Sedang,Sedang,3,Kurang,Sedang,Kurang,Baik,Baik,Tidak Ada,Ada,Ada,Nyaman,Ya,B
92,71,Rendah,Jauh dari Rumah,Mobil,74,Sedang,Rendah,16,Baik,Baik,Kurang,Baik,Kurang,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,A
86,72,Rendah,Dekat Rumah,Sepeda,86,Tinggi,Sedang,19,Sedang,Sedang,Baik,Kurang,Baik,Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,C
52,84,Rendah,Jauh dari Rumah,Mobil,77,Rendah,Sedang,14,Kurang,Baik,Kurang,Baik,Baik,Ada,Tidak Ada,Ada,Ramai,Ya,B
66,88,Sedang,Jauh dari Rumah,Mobil,93,Rendah,Sedang,14,Baik,Kurang,Baik,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Nyaman,Ya,A
63,84,Sedang,Tidak Peduli,Mobil,66,Sedang,Rendah,9,Kurang,Sedang,Kurang,Baik,Kurang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,A
75,92,Rendah,Jauh dari Rumah,Mobil,91,Tinggi,Sedang,11,Sedang,Kurang,Baik,Kurang,Kurang,Ada,Ada,Ada,Tidak Nyaman,Ya,B
75,95,Rendah,Dekat Rumah,Sepeda,61,Tinggi,Tinggi,16,Sedang,Kurang,Baik,Sedang,Sedang,Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,C
51,83,Sedang,Dekat Rumah,Sepeda,93,Tinggi,Rendah,8,Sedang,Sedang,Sedang,Sedang,Baik,Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,A
69,88,Rendah,Tidak Peduli,Sepeda,79,Sedang,Rendah,2,Sedang,Baik,Baik,Kurang,Sedang,Ada,Ada,Ada,Nyaman,Tidak,C
56,82,Tinggi,Jauh dari Rumah,Bus,77,Sedang,Rendah,2,Kurang,Baik,Kurang,Kurang,Baik,Ada,Ada,Ada,Tidak Nyaman,Tidak,A
66,76,Sedang,Dekat Rumah,Bus,92,Tinggi,Tinggi,3,Kurang,Baik,Baik,Sedang,Sedang,Tidak Ada,Ada,Ada,Ramai,Tidak,B
81,88,Rendah,Dekat Rumah,Mobil,64,Rendah,Rendah,4,Kurang,Kurang,Baik,Baik,Sedang,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,B
93,86,Tinggi,Dekat Rumah,Sepeda,84,Rendah,Tinggi,9,Kurang,Sedang,Baik,Baik,Baik,Ada,Ada,Tidak Ada,Ramai,Ya,C
50,80,Tinggi,Dekat Rumah,Bus,93,Tinggi,Rendah,9,Sedang,Kurang,Baik,Sedang,Kurang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,C
90,98,Rendah,Dekat Rumah,Bus,61,Rendah,Sedang,5,Sedang,Baik,Sedang,Sedang,Baik,Ada,Tidak Ada,Ada,Nyaman,Ya,A
94,75,Sedang,Tidak Peduli,Sepeda,77,Sedang,Rendah,1,Sedang,Sedang,Sedang,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,B
94,91,Tinggi,Jauh dari Rumah,Bus,87,Rendah,Tinggi,13,Baik,Kurang,Kurang,Sedang,Sedang,Tidak Ada,Ada,Tidak Ada,Nyaman,Ya,A
92,90,Rendah,Dekat Rumah,Sepeda,71,Tinggi,Rendah,12,Sedang,Baik,Kurang,Kurang,Baik,Tidak Ada,Ada,Ada,Ramai,Tidak,A
74,77,Tinggi,Tidak Peduli,Bus,85,Tinggi,Rendah,14,Kurang,Baik,Sedang,Kurang,Kurang,Tidak Ada,Ada,Ada,Tenang,Ya,B
84,75,Sedang,Tidak Peduli,Bus,83,Rendah,Sedang,16,Kurang,Sedang,Sedang,Baik,Sedang,Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,B
63,75,Sedang,Dekat Rumah,Mobil,67,Sedang,Rendah,13,Kurang,Kurang,Kurang,Kurang,Kurang,Tidak Ada,Ada,Tidak Ada,Ramai,Ya,B
61,77,Rendah,Jauh dari Rumah,Mobil,91,Sedang,Sedang,11,Baik,Kurang,Baik,Kurang,Baik,Ada,Ada,Tidak Ada,Tenang,Ya,C
74,85,Sedang,Tidak Peduli,Mobil,78,Sedang,Rendah,9,Sedang,Sedang,Kurang,Baik,Sedang,Ada,Ada,Ada,Tenang,Tidak,B
81,84,Rendah,Dekat Rumah,Bus,69,Tinggi,Tinggi,11,Baik,Baik,Sedang,Kurang,Sedang,Tidak Ada,Ada,Tidak Ada,Nyaman,Ya,C
88,95,Tinggi,Jauh dari Rumah,Mobil,77,Rendah,Rendah,19,Sedang,Baik,Baik,Baik,Kurang,Ada,Ada,Tidak Ada,Nyaman,Tidak,C
53,83,Rendah,Dekat Rumah,Mobil,74,Tinggi,Tinggi,14,Kurang,Kurang,Sedang,Kurang,Baik,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,C
66,78,Sedang,Dekat Rumah,Sepeda,89,Rendah,Sedang,4,Baik,Kurang,Baik,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,A
72,96,Tinggi,Tidak Peduli,Sepeda,91,Tinggi,Rendah,5,Baik,Baik,Baik,Kurang,Sedang,Ada,Tidak Ada,Ada,Ramai,Tidak,C
96,92,Rendah,Dekat Rumah,Sepeda,90,Rendah,Sedang,2,Sedang,Baik,Baik,Kurang,Kurang,Ada,Ada,Tidak Ada,Ramai,Ya,A
81,71,Rendah,Tidak Peduli,Sepeda,73,Rendah,Rendah,13,Sedang,Baik,Kurang,Sedang,Sedang,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,A
77,92,Tinggi,Dekat Rumah,Bus,77,Tinggi,Sedang,6,Baik,Sedang,Kurang,Baik,Sedang,Tidak Ada,Ada,Ada,Tidak Nyaman,Ya,B
72,84,Sedang,Jauh dari Rumah,Mobil,93,Tinggi,Sedang,11,Baik,Baik,Kurang,Kurang,Baik,Tidak Ada,Ada,Ada,Tenang,Tidak,A
55,98,Tinggi,Jauh dari Rumah,Mobil,84,Rendah,Tinggi,10,Sedang,Baik,Baik,Sedang,Baik,Ada,Tidak Ada,Tidak Ada,Tenang,Ya,C
87,80,Tinggi,Dekat Rumah,Sepeda,61,Tinggi,Sedang,12,Sedang,Baik,Sedang,Sedang,Baik,Ada,Ada,Tidak Ada,Ramai,Tidak,A
79,77,Tinggi,Jauh dari Rumah,Sepeda,78,Sedang,Sedang,13,Sedang,Sedang,Baik,Baik,Kurang,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,C
57,75,Sedang,Jauh dari Rumah,Sepeda,82,Tinggi,Tinggi,17,Sedang,Sedang,Kurang,Sedang,Baik,Ada,Ada,Ada,Tenang,Ya,C
57,97,Tinggi,Jauh dari Rumah,Sepeda,72,Tinggi,Rendah,4,Sedang,Sedang,Sedang,Baik,Baik,Tidak Ada,Tidak Ada,Ada,Tenang,Ya,B
91,98,Sedang,Tidak Peduli,Mobil,88,Tinggi,Rendah,14,Sedang,Sedang,Kurang,Kurang,Baik,Tidak Ada,Tidak Ada,Ada,Nyaman,Tidak,B
73,88,Rendah,Tidak Peduli,Bus,92,Tinggi,Sedang,10,Kurang,Baik,Sedang,Baik,Baik,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,B
82,76,Sedang,Tidak Peduli,Bus,93,Sedang,Tinggi,13,Baik,Kurang,Baik,Kurang,Sedang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,C
85,97,Tinggi,Tidak Peduli,Sepeda,83,Tinggi,Tinggi,13,Sedang,Sedang,Baik,Sedang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,C
92,71,Sedang,Tidak Peduli,Bus,68,Sedang,Tinggi,18,Kurang,Baik,Sedang,Kurang,Kurang,Ada,Ada,Ada,Tenang,Ya,B
90,93,Tinggi,Tidak Peduli,Bus,77,Sedang,Rendah,1,Sedang,Sedang,Kurang,Kurang,Kurang,Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,A
89,82,Rendah,Tidak Peduli,Mobil,76,Sedang,Sedang,18,Baik,Kurang,Sedang,Kurang,Sedang,Tidak Ada,Ada,Tidak Ada,Tenang,Tidak,C
54,84,Rendah,Dekat Rumah,Bus,60,Tinggi,Tinggi,8,Kurang,Kurang,Baik,Baik,Sedang,Ada,Ada,Tidak Ada,Tenang,Tidak,B
80,90,Rendah,Tidak Peduli,Bus,93,Rendah,Tinggi,6,Sedang,Kurang,Kurang,Sedang,Kurang,Ada,Ada,Ada,Nyaman,Ya,B
86,94,Sedang,Tidak Peduli,Sepeda,93,Sedang,Rendah,7,Sedang,Kurang,Kurang,Kurang,Sedang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,C
53,79,Rendah,Jauh dari Rumah,Mobil,85,Tinggi,Sedang,16,Kurang,Sedang,Kurang,Baik,Kurang,Ada,Tidak Ada,Ada,Tenang,Ya,A
76,73,Sedang,Jauh dari Rumah,Mobil,85,Rendah,Rendah,9,Sedang,Kurang,Kurang,Baik,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,C
55,96,Sedang,Dekat Rumah,Mobil,86,Sedang,Tinggi,12,Baik,Kurang,Baik,Baik,Baik,Tidak Ada,Ada,Tidak Ada,Ramai,Ya,A
92,87,Rendah,Jauh dari Rumah,Sepeda,66,Tinggi,Rendah,12,Sedang,Kurang,Sedang,Baik,Sedang,Ada,Tidak Ada,Tidak Ada,Tenang,Ya,A
52,87,Sedang,Jauh dari Rumah,Bus,92,Tinggi,Sedang,5,Kurang,Sedang,Kurang,Baik,Baik,Ada,Ada,Ada,Tenang,Ya,B
78,74,Tinggi,Jauh dari Rumah,Mobil,89,Sedang,Sedang,12,Sedang,Sedang,Baik,Baik,Kurang,Tidak Ada,Ada,Tidak Ada,Nyaman,Ya,B
68,87,Rendah,Jauh dari Rumah,Mobil,82,Rendah,Sedang,5,Baik,Kurang,Kurang,Baik,Baik,Tidak Ada,Tidak Ada,Ada,Nyaman,Ya,A
77,82,Sedang,Jauh dari Rumah,Bus,70,Rendah,Rendah,7,Sedang,Sedang,Sedang,Kurang,Baik,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,A
97,82,Rendah,Tidak Peduli,Mobil,94,Tinggi,Rendah,3,Sedang,Sedang,Sedang,Sedang,Kurang,Ada,Tidak Ada,Ada,Nyaman,Ya,A
78,78,Rendah,Jauh dari Rumah,Mobil,73,Rendah,Tinggi,18,Sedang,Sedang,Sedang,Baik,Kurang,Ada,Ada,Tidak Ada,Tenang,Tidak,B
95,99,Tinggi,Dekat Rumah,Sepeda,70,Tinggi,Rendah,15,Kurang,Sedang,Sedang,Sedang,Sedang,Ada,Ada,Ada,Tidak Nyaman,Tidak,A
78,76,Rendah,Jauh dari Rumah,Bus,64,Sedang,Tinggi,9,Kurang,Baik,Baik,Sedang,Sedang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,A
50,80,Sedang,Dekat Rumah,Sepeda,61,Rendah,Tinggi,5,Kurang,Baik,Sedang,Kurang,Kurang,Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,A
91,80,Sedang,Dekat Rumah,Mobil,72,Tinggi,Rendah,5,Baik,Kurang,Baik,Baik,Kurang,Tidak Ada,Ada,Ada,Ramai,Ya,C
65,78,Rendah,Tidak Peduli,Sepeda,80,Sedang,Rendah,8,Sedang,Kurang,Sedang,Kurang,Kurang,Ada,Tidak Ada,Ada,Tenang,Tidak,C
87,79,Sedang,Tidak Peduli,Sepeda,93,Sedang,Sedang,3,Kurang,Sedang,Baik,Sedang,Kurang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,B
92,89,Sedang,Dekat Rumah,Sepeda,82,Tinggi,Tinggi,17,Baik,Sedang,Sedang,Sedang,Baik,Ada,Ada,Tidak Ada,Ramai,Tidak,A
57,95,Tinggi,Dekat Rumah,Bus,80,Tinggi,Tinggi,2,Sedang,Sedang,Kurang,Baik,Sedang,Tidak Ada,Ada,Ada,Tidak Nyaman,Ya,A
66,80,Tinggi,Jauh dari Rumah,Sepeda,77,Sedang,Tinggi,19,Kurang,Baik,Sedang,Sedang,Kurang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,A
80,79,Sedang,Dekat Rumah,Mobil,94,Sedang,Sedang,9,Kurang,Sedang,Baik,Kurang,Kurang,Ada,Tidak Ada,Tidak Ada,Tenang,Ya,C
93,89,Sedang,Jauh dari Rumah,Bus,64,Sedang,Tinggi,5,Kurang,Kurang,Kurang,Kurang,Sedang,Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,C
90,72,Sedang,Jauh dari Rumah,Sepeda,89,Rendah,Tinggi,4,Baik,Sedang,Sedang,Kurang,Sedang,Tidak Ada,Ada,Tidak Ada,Ramai,Tidak,A
87,93,Sedang,Dekat Rumah,Sepeda,69,Sedang,Tinggi,8,Kurang,Kurang,Baik,Sedang,Kurang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,C
92,85,Sedang,Dekat Rumah,Sepeda,93,Sedang,Rendah,2,Baik,Sedang,Sedang,Baik,Sedang,Ada,Ada,Ada,Tenang,Ya,B
90,98,Rendah,Dekat Rumah,Sepeda,61,Sedang,Rendah,13,Sedang,Baik,Baik,Baik,Baik,Ada,Tidak Ada,Ada,Ramai,Ya,C
90,86,Sedang,Tidak Peduli,Bus,73,Rendah,Sedang,6,Sedang,Sedang,Sedang,Baik,Kurang,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,A
67,83,Tinggi,Dekat Rumah,Bus,78,Tinggi,Tinggi,16,Sedang,Baik,Baik,Baik,Sedang,Tidak Ada,Ada,Ada,Tenang,Ya,B
85,73,Rendah,Dekat Rumah,Sepeda,73,Rendah,Rendah,18,Baik,Sedang,Kurang,Kurang,Baik,Ada,Tidak Ada,Ada,Ramai,Tidak,C
77,76,Sedang,Jauh dari Rumah,Sepeda,73,Tinggi,Sedang,11,Kurang,Sedang,Baik,Sedang,Sedang,Ada,Ada,Tidak Ada,Tenang,Ya,C
97,90,Rendah,Tidak Peduli,Bus,91,Rendah,Sedang,18,Baik,Kurang,Kurang,Sedang,Baik,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,C
82,94,Tinggi,Tidak Peduli,Bus,81,Rendah,Rendah,4,Sedang,Sedang,Baik,Sedang,Sedang,Tidak Ada,Ada,Ada,Tidak Nyaman,Ya,B
87,94,Sedang,Dekat Rumah,Bus,90,Tinggi,Sedang,8,Sedang,Baik,Kurang,Sedang,Kurang,Ada,Ada,Tidak Ada,Nyaman,Tidak,A
84,75,Tinggi,Dekat Rumah,Mobil,68,Sedang,Sedang,17,Sedang,Kurang,Sedang,Baik,Kurang,Tidak Ada,Ada,Ada,Tidak Nyaman,Ya,C
56,86,Sedang,Tidak Peduli,Mobil,92,Rendah,Sedang,18,Sedang,Sedang,Baik,Kurang,Kurang,Ada,Ada,Tidak Ada,Tenang,Tidak,B
60,77,Sedang,Tidak Peduli,Sepeda,84,Sedang,Rendah,5,Baik,Baik,Kurang,Kurang,Sedang,Tidak Ada,Ada,Ada,Tenang,Ya,A
63,71,Rendah,Dekat Rumah,Sepeda,93,Tinggi,Sedang,17,Baik,Baik,Sedang,Kurang,Baik,Ada,Tidak Ada,Ada,Tenang,Tidak,B
83,92,Tinggi,Tidak Peduli,Bus,91,Tinggi,Tinggi,7,Kurang,Baik,Kurang,Sedang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,A
96,81,Rendah,Jauh dari Rumah,Sepeda,73,Tinggi,Sedang,6,Sedang,Sedang,Sedang,Baik,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,C
50,70,Rendah,Dekat Rumah,Sepeda,61,Sedang,Rendah,5,Kurang,Kurang,Sedang,Kurang,Kurang,Ada,Ada,Tidak Ada,Ramai,Tidak,A
51,92,Sedang,Jauh dari Rumah,Bus,81,Sedang,Tinggi,3,Kurang,Kurang,Kurang,Sedang,Baik,Ada,Ada,Ada,Tenang,Ya,B
65,78,Tinggi,Jauh dari Rumah,Sepeda,76,Tinggi,Tinggi,8,Baik,Baik,Baik,Sedang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,B
60,74,Sedang,Dekat Rumah,Bus,86,Tinggi,Rendah,5,Kurang,Baik,Sedang,Sedang,Sedang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,A
89,91,Tinggi,Tidak Peduli,Mobil,61,Rendah,Sedang,12,Sedang,Kurang,Kurang,Baik,Baik,Ada,Tidak Ada,Tidak Ada,Tenang,Ya,B
56,77,Tinggi,Tidak Peduli,Sepeda,64,Rendah,Sedang,10,Kurang,Sedang,Kurang,Kurang,Kurang,Tidak Ada,Ada,Ada,Nyaman,Ya,A
80,85,Tinggi,Jauh dari Rumah,Bus,64,Tinggi,Tinggi,3,Sedang,Sedang,Baik,Sedang,Baik,Ada,Ada,Ada,Tidak Nyaman,Ya,C
56,89,Tinggi,Dekat Rumah,Mobil,61,Tinggi,Rendah,3,Baik,Sedang,Sedang,Baik,Baik,Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,B
97,75,Rendah,Dekat Rumah,Sepeda,89,Sedang,Rendah,5,Sedang,Baik,Baik,Sedang,Kurang,Ada,Tidak Ada,Ada,Nyaman,Ya,C
60,75,Tinggi,Dekat Rumah,Bus,83,Rendah,Sedang,13,Baik,Kurang,Baik,Sedang,Baik,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,B
68,84,Tinggi,Jauh dari Rumah,Mobil,80,Sedang,Tinggi,4,Kurang,Sedang,Baik,Sedang,Kurang,Ada,Tidak Ada,Ada,Ramai,Ya,B
66,73,Rendah,Dekat Rumah,Bus,78,Rendah,Tinggi,12,Sedang,Sedang,Kurang,Kurang,Baik,Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,C
89,91,Rendah,Dekat Rumah,Mobil,79,Sedang,Rendah,18,Sedang,Baik,Kurang,Kurang,Baik,Ada,Ada,Ada,Ramai,Ya,A
76,92,Sedang,Tidak Peduli,Bus,67,Tinggi,Sedang,10,Baik,Kurang,Kurang,Kurang,Kurang,Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,B
56,96,Tinggi,Jauh dari Rumah,Mobil,67,Rendah,Sedang,1,Sedang,Kurang,Sedang,Sedang,Kurang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,B
64,88,Sedang,Jauh dari Rumah,Bus,87,Rendah,Tinggi,18,Kurang,Sedang,Sedang,Baik,Baik,Ada,Tidak Ada,Ada,Nyaman,Tidak,C
72,94,Rendah,Jauh dari Rumah,Bus,66,Sedang,Sedang,2,Baik,Baik,Sedang,Sedang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,A
57,76,Rendah,Jauh dari Rumah,Bus,78,Rendah,Tinggi,12,Sedang,Baik,Baik,Sedang,Kurang,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,B
83,86,Sedang,Dekat Rumah,Bus,63,Sedang,Tinggi,4,Baik,Baik,Sedang,Baik,Sedang,Ada,Ada,Tidak Ada,Nyaman,Ya,B
97,87,Sedang,Dekat Rumah,Bus,87,Sedang,Rendah,13,Kurang,Kurang,Kurang,Sedang,Baik,Ada,Tidak Ada,Ada,Ramai,Tidak,C
68,94,Sedang,Jauh dari Rumah,Sepeda,67,Sedang,Tinggi,7,Kurang,Baik,Kurang,Baik,Sedang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,C
66,94,Rendah,Dekat Rumah,Bus,77,Sedang,Tinggi,14,Kurang,Sedang,Sedang,Baik,Kurang,Ada,Ada,Tidak Ada,Nyaman,Ya,A
92,78,Sedang,Tidak Peduli,Sepeda,79,Sedang,Rendah,3,Kurang,Baik,Kurang,Baik,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,B
92,74,Rendah,Dekat Rumah,Bus,67,Rendah,Rendah,11,Kurang,Sedang,Sedang,Kurang,Sedang,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,C
71,82,Rendah,Jauh dari Rumah,Mobil,62,Rendah,Tinggi,9,Sedang,Sedang,Kurang,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Ramai,Ya,A
62,96,Tinggi,Tidak Peduli,Bus,77,Rendah,Rendah,15,Kurang,Baik,Baik,Kurang,Sedang,Ada,Tidak Ada,Ada,Tenang,Tidak,B
93,75,Rendah,Tidak Peduli,Mobil,80,Rendah,Sedang,16,Kurang,Baik,Sedang,Kurang,Baik,Ada,Tidak Ada,Ada,Tenang,Tidak,B
69,76,Sedang,Dekat Rumah,Sepeda,70,Rendah,Sedang,18,Sedang,Kurang,Kurang,Kurang,Sedang,Tidak Ada,Ada,Ada,Ramai,Tidak,C
86,80,Tinggi,Tidak Peduli,Bus,66,Rendah,Sedang,15,Sedang,Baik,Baik,Kurang,Sedang,Tidak Ada,Ada,Tidak Ada,Ramai,Tidak,A
70,90,Tinggi,Tidak Peduli,Sepeda,60,Sedang,Rendah,4,Sedang,Sedang,Sedang,Baik,Kurang,Ada,Ada,Tidak Ada,Nyaman,Tidak,B
57,76,Sedang,Tidak Peduli,Bus,71,Sedang,Sedang,1,Sedang,Sedang,Baik,Sedang,Baik,Ada,Ada,Tidak Ada,Ramai,Ya,C
77,89,Rendah,Dekat Rumah,Sepeda,61,Tinggi,Sedang,2,Baik,Baik,Sedang,Baik,Baik,Ada,Ada,Tidak Ada,Tenang,Tidak,A
67,89,Rendah,Jauh dari Rumah,Mobil,85,Sedang,Rendah,1,Baik,Kurang,Sedang,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Ramai,Tidak,B
98,99,Rendah,Tidak Peduli,Sepeda,63,Rendah,Tinggi,7,Kurang,Baik,Sedang,Baik,Baik,Tidak Ada,Ada,Ada,Tenang,Ya,B
61,79,Tinggi,Dekat Rumah,Bus,72,Tinggi,Tinggi,10,Baik,Kurang,Kurang,Kurang,Sedang,Tidak Ada,Tidak Ada,Ada,Ramai,Ya,B
87,76,Tinggi,Jauh dari Rumah,Sepeda,85,Sedang,Rendah,19,Kurang,Baik,Kurang,Kurang,Sedang,Ada,Ada,Tidak Ada,Ramai,Ya,B
50,83,Sedang,Dekat Rumah,Sepeda,69,Tinggi,Sedang,16,Baik,Baik,Baik,Baik,Baik,Ada,Tidak Ada,Ada,Nyaman,Tidak,C
55,91,Sedang,Jauh dari Rumah,Sepeda,61,Rendah,Tinggi,18,Kurang,Baik,Baik,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,B
66,95,Rendah,Dekat Rumah,Mobil,90,Rendah,Rendah,13,Baik,Sedang,Kurang,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Nyaman,Tidak,C
62,97,Sedang,Tidak Peduli,Sepeda,69,Sedang,Tinggi,5,Baik,Kurang,Sedang,Baik,Sedang,Ada,Ada,Ada,Tenang,Ya,A
54,71,Tinggi,Jauh dari Rumah,Mobil,80,Sedang,Sedang,19,Kurang,Kurang,Kurang,Baik,Kurang,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,C
73,80,Sedang,Dekat Rumah,Sepeda,70,Rendah,Rendah,17,Sedang,Kurang,Kurang,Baik,Sedang,Ada,Ada,Tidak Ada,Ramai,Ya,C
72,80,Sedang,Dekat Rumah,Bus,72,Tinggi,Sedang,11,Sedang,Baik,Sedang,Kurang,Baik,Ada,Tidak Ada,Ada,Tenang,Ya,C
86,79,Tinggi,Tidak Peduli,Mobil,89,Rendah,Rendah,2,Sedang,Sedang,Kurang,Kurang,Sedang,Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,B
55,86,Rendah,Tidak Peduli,Sepeda,71,Sedang,Sedang,12,Sedang,Kurang,Kurang,Kurang,Kurang,Ada,Ada,Ada,Nyaman,Tidak,B
70,80,Tinggi,Jauh dari Rumah,Sepeda,61,Rendah,Rendah,7,Baik,Baik,Kurang,Baik,Kurang,Ada,Ada,Tidak Ada,Tenang,Tidak,C
